id;name;firstname;zip;city;birthdate;street;housenr;stateCode;state
11542;qitur-name;yra-firstname;15560;ijp-city;1978-1-30;fonc-street;155;AK;ALASKA
11543;msixi-name;ynb-firstname;12720;ksl-city;1958-7-17;zpjw-street;46;VI;VIRGIN ISLANDS
11544;wzkjq-name;rgh-firstname;19000;hkm-city;1974-8-12;yixf-street;134;CA;CALIFORNIA
11545;dqfmf-name;yxr-firstname;13840;vie-city;1962-10-23;stvx-street;39;TX;TEXAS
11546;biluz-name;uqe-firstname;17760;wkq-city;1962-7-27;embn-street;183;PW;PALAU
11547;wahfx-name;zwd-firstname;13240;vic-city;1974-3-27;axpw-street;131;UT;UTAH
11548;denwt-name;bta-firstname;17300;hhj-city;1986-12-20;orwy-street;11;WV;WEST VIRGINIA
11549;akdmy-name;ybz-firstname;14560;wtx-city;1962-11-8;nwba-street;123;MP;NORTHERN MARIANA ISLANDS
11550;hqafg-name;nht-firstname;16080;gfu-city;1951-1-12;spsq-street;45;LA;LOUISIANA
11551;zhmbl-name;lnw-firstname;17460;hse-city;1986-12-21;scis-street;97;GA;GEORGIA
11552;snwnj-name;jyy-firstname;16400;hsz-city;1966-2-15;imhl-street;42;NC;NORTH CAROLINA
11553;fuyla-name;mmp-firstname;11840;hgu-city;1986-8-16;ixiz-street;145;NC;NORTH CAROLINA
11554;yvfqz-name;prz-firstname;11260;wjl-city;1982-5-6;fbzd-street;97;MO;MISSOURI
11555;usbgq-name;vhd-firstname;14080;dsb-city;1958-4-1;ggoc-street;54;KS;KANSAS
11556;yaeni-name;zpy-firstname;19100;sen-city;1954-12-10;sbsw-street;158;HI;HAWAII
11557;fgxvr-name;vzi-firstname;17520;lcf-city;1958-11-1;nbdv-street;10;GU;GUAM
11558;tqpbq-name;rwr-firstname;19140;zpd-city;1978-8-23;npvb-street;190;DC;DISTRICT OF COLUMBIA
11559;ieigg-name;ayq-firstname;12960;ljc-city;1962-7-5;dnjz-street;163;FL;FLORIDA
11560;rfvzu-name;edm-firstname;13340;kvz-city;1954-12-8;eijd-street;4;RI;RHODE ISLAND
11561;pduwm-name;gqb-firstname;14240;cyr-city;1954-7-3;ndux-street;13;SD;SOUTH DAKOTA
11562;yyixf-name;yzt-firstname;18020;lwx-city;1974-1-29;iede-street;120;NV;NEVADA
11563;dkszq-name;ytd-firstname;14700;zwh-city;1979-1-11;nbjz-street;65;AS;AMERICAN SAMOA
11564;slkzv-name;zbg-firstname;19880;oee-city;1978-11-1;sphg-street;119;OK;OKLAHOMA
11565;nvxim-name;phc-firstname;19220;vgg-city;1991-1-24;juok-street;106;FM;FEDERATED STATES OF MICRONESIA
11566;piyfg-name;xtn-firstname;13760;nde-city;1954-7-22;vfrv-street;11;NY;NEW YORK
11567;jnusz-name;mjw-firstname;12640;nwb-city;1986-8-23;kcsa-street;138;VA;VIRGINIA
11568;jnypj-name;ioq-firstname;17000;zqy-city;1986-1-9;croe-street;119;PW;PALAU
11569;uohts-name;btx-firstname;13480;dal-city;1990-10-22;llyw-street;150;WA;WASHINGTON
11570;aavpj-name;pvw-firstname;13780;lai-city;1954-9-23;nygu-street;171;FL;FLORIDA
11571;nbjcj-name;rsf-firstname;12000;kjl-city;1986-6-30;ijsb-street;123;ID;IDAHO
11572;syjxh-name;gkq-firstname;19960;rmd-city;1978-10-26;qmyp-street;161;MN;MINNESOTA
11573;vkojz-name;ryo-firstname;14300;bmz-city;1954-9-11;gcpj-street;71;ND;NORTH DAKOTA
11574;pqzfw-name;kld-firstname;16400;qvq-city;1962-9-9;dhbv-street;92;ND;NORTH DAKOTA
11575;owvjk-name;fez-firstname;19740;ldb-city;1978-6-14;kabf-street;87;VA;VIRGINIA
11576;qsfih-name;ixe-firstname;16860;qvr-city;1987-1-7;qean-street;159;CO;COLORADO
11577;slixq-name;gmb-firstname;19980;ftt-city;1982-6-22;xinx-street;111;VT;VERMONT
11578;eegsa-name;xlc-firstname;12680;byk-city;1954-4-23;beul-street;56;MD;MARYLAND
11579;phevp-name;ihs-firstname;16120;adc-city;1978-4-25;voig-street;98;NM;NEW MEXICO
11580;njfoe-name;tag-firstname;16580;tnr-city;1966-12-4;dhky-street;108;LA;LOUISIANA
11581;bdncx-name;hcd-firstname;11260;xcl-city;1970-7-2;jvlp-street;49;GA;GEORGIA
11582;ikedo-name;tks-firstname;17460;odl-city;1958-8-25;iaaq-street;8;GU;GUAM
11583;iafxy-name;vur-firstname;11480;hgt-city;1962-8-3;hmec-street;164;TX;TEXAS
11584;lafhf-name;ssz-firstname;19560;wwp-city;1951-1-25;mxmq-street;96;IN;INDIANA
11585;okyny-name;hbu-firstname;16800;yok-city;1978-3-28;ipjz-street;135;NV;NEVADA
11586;hznby-name;fwy-firstname;13680;wbi-city;1970-7-25;mxui-street;170;CT;CONNECTICUT
11587;ztpoa-name;rzk-firstname;18500;qum-city;1970-7-26;blqr-street;152;ME;MAINE
11588;gitxz-name;axt-firstname;11800;fck-city;1974-1-12;tmjw-street;189;SD;SOUTH DAKOTA
11589;ziomm-name;mcv-firstname;12940;iwq-city;1950-10-22;hqgj-street;140;DC;DISTRICT OF COLUMBIA
11590;otncg-name;tuy-firstname;16540;ulk-city;1971-1-24;yuia-street;166;TX;TEXAS
11591;cnabb-name;hoq-firstname;16300;tuw-city;1962-6-17;ujvv-street;61;ME;MAINE
11592;ucogf-name;ggc-firstname;14500;fsj-city;1978-2-8;asfi-street;53;WV;WEST VIRGINIA
11593;lbpmf-name;sdt-firstname;10780;ewj-city;1978-3-8;hxsp-street;102;NV;NEVADA
11594;tieqq-name;uyu-firstname;17740;wea-city;1966-10-31;abpl-street;187;MO;MISSOURI
11595;fsgwf-name;vjd-firstname;12460;ads-city;1970-11-29;yeou-street;10;MA;MASSACHUSETTS
11596;reeba-name;kzs-firstname;13100;zhc-city;1966-7-8;abmv-street;88;FL;FLORIDA
11597;shybc-name;gcp-firstname;10660;ahg-city;1950-12-15;hrqy-street;174;KS;KANSAS
11598;phszr-name;sst-firstname;13080;ydd-city;1954-9-23;quqn-street;2;RI;RHODE ISLAND
11599;jteco-name;fxc-firstname;19760;agr-city;1986-5-6;dzxc-street;108;MD;MARYLAND
11600;qvaar-name;icx-firstname;16120;boc-city;1978-8-4;bfzf-street;12;NM;NEW MEXICO
11601;jwcdf-name;fsj-firstname;13520;oem-city;1954-2-7;amrb-street;145;AK;ALASKA
11602;flhxu-name;tum-firstname;17520;buo-city;1966-4-24;wfyz-street;96;GA;GEORGIA
11603;xthfg-name;gfe-firstname;12560;vtz-city;1990-1-11;doxx-street;46;NJ;NEW JERSEY
11604;ulzrz-name;bnl-firstname;11620;prz-city;1966-8-2;bxqn-street;104;NY;NEW YORK
11605;oxhyr-name;onx-firstname;15180;bpn-city;1970-11-14;pksn-street;133;IN;INDIANA
11606;fiqjz-name;sce-firstname;16020;fnn-city;1954-9-24;wbhg-street;35;MD;MARYLAND
11607;tkiat-name;xti-firstname;12720;stt-city;1966-8-11;tvnf-street;21;PA;PENNSYLVANIA
11608;kljcz-name;uqd-firstname;13340;ntt-city;1987-1-15;jyje-street;10;PW;PALAU
11609;pgunz-name;hcm-firstname;16680;gxh-city;1970-11-8;shbe-street;184;NC;NORTH CAROLINA
11610;oyjha-name;uhj-firstname;18880;uyg-city;1966-4-10;bjgw-street;176;AR;ARKANSAS
11611;igxbd-name;uph-firstname;13480;ndh-city;1962-12-3;jdcd-street;151;NH;NEW HAMPSHIRE
11612;vnaov-name;wha-firstname;13120;egm-city;1954-3-28;hpep-street;20;CA;CALIFORNIA
11613;dauuz-name;hwg-firstname;13740;khn-city;1958-5-15;etqx-street;5;OK;OKLAHOMA
11614;gkuuo-name;kkb-firstname;13560;xdt-city;1962-4-7;sdoj-street;35;MT;MONTANA
11615;wdhze-name;jjk-firstname;16900;due-city;1970-7-17;pmmu-street;174;AS;AMERICAN SAMOA
11616;ncayz-name;ynb-firstname;15720;lxj-city;1974-4-27;mdtb-street;109;MA;MASSACHUSETTS
11617;rdjin-name;hhu-firstname;14480;lpc-city;1958-11-16;wxik-street;145;KY;KENTUCKY
11618;nxzij-name;bdl-firstname;10740;avx-city;1958-2-20;nybz-street;138;WI;WISCONSIN
11619;xgrzc-name;dxw-firstname;18900;vpq-city;1990-11-16;wzjh-street;58;ME;MAINE
11620;ehgrn-name;vbe-firstname;17500;cik-city;1978-5-21;ucnw-street;135;MD;MARYLAND
11621;gctjx-name;upx-firstname;11960;yqr-city;1958-3-3;rlko-street;141;TN;TENNESSEE
11622;ptzmg-name;hva-firstname;15740;gux-city;1978-5-4;pugy-street;122;VI;VIRGIN ISLANDS
11623;eyeti-name;gnw-firstname;17420;eko-city;1962-10-26;ylph-street;61;NC;NORTH CAROLINA
11624;wccwo-name;zpj-firstname;16600;uim-city;1962-9-29;ygih-street;26;WA;WASHINGTON
11625;bwkoe-name;ayl-firstname;18660;rtw-city;1978-7-16;mzww-street;179;CA;CALIFORNIA
11626;rezku-name;zio-firstname;19080;nvt-city;1982-7-14;wwkd-street;91;CA;CALIFORNIA
11627;mjlsk-name;ecx-firstname;10800;yxu-city;1950-12-11;vttb-street;195;MO;MISSOURI
11628;wdjsi-name;aoq-firstname;13660;smo-city;1954-2-1;kako-street;7;NV;NEVADA
11629;mwfnd-name;nyb-firstname;19760;bbu-city;1986-9-23;apdi-street;91;MS;MISSISSIPPI
11630;vtuoz-name;jhh-firstname;17620;vad-city;1982-5-5;kzup-street;79;GA;GEORGIA
11631;rhhxk-name;ndr-firstname;16760;fub-city;1978-11-12;regd-street;55;OK;OKLAHOMA
11632;lpstk-name;mqz-firstname;18940;tnr-city;1982-9-16;cdhf-street;4;SD;SOUTH DAKOTA
11633;ldhyr-name;yts-firstname;12000;auk-city;1986-11-14;abph-street;147;IN;INDIANA
11634;cjdml-name;iti-firstname;16900;wkq-city;1970-6-5;npow-street;96;NH;NEW HAMPSHIRE
11635;cpenz-name;sbi-firstname;16380;ssl-city;1962-8-19;kilz-street;44;MS;MISSISSIPPI
11636;rxtbg-name;anr-firstname;14720;bqc-city;1958-8-10;pudg-street;140;NV;NEVADA
11637;udblf-name;raa-firstname;11500;wli-city;1978-12-13;xomd-street;41;PW;PALAU
11638;vvyce-name;gep-firstname;13740;gtd-city;1982-5-23;kwbv-street;123;undefined;undefined
11639;kwfnz-name;ucu-firstname;10580;sns-city;1978-8-18;nnun-street;20;OK;OKLAHOMA
11640;zxydx-name;tml-firstname;14680;jda-city;1974-5-29;wfjn-street;157;DC;DISTRICT OF COLUMBIA
11641;bfscx-name;jnl-firstname;16920;yyg-city;1970-11-30;cgfh-street;178;CO;COLORADO
11642;qitur-name;yra-firstname;15560;ijp-city;1978-1-30;fonc-street;155;AK;ALASKA
11643;msixi-name;ynb-firstname;12720;ksl-city;1958-7-17;zpjw-street;46;VI;VIRGIN ISLANDS
11644;wzkjq-name;rgh-firstname;19000;hkm-city;1974-8-12;yixf-street;134;CA;CALIFORNIA
11645;dqfmf-name;yxr-firstname;13840;vie-city;1962-10-23;stvx-street;39;TX;TEXAS
11646;biluz-name;uqe-firstname;17760;wkq-city;1962-7-27;embn-street;183;PW;PALAU
11647;wahfx-name;zwd-firstname;13240;vic-city;1974-3-27;axpw-street;131;UT;UTAH
11648;denwt-name;bta-firstname;17300;hhj-city;1986-12-20;orwy-street;11;WV;WEST VIRGINIA
11649;akdmy-name;ybz-firstname;14560;wtx-city;1962-11-8;nwba-street;123;MP;NORTHERN MARIANA ISLANDS
11650;hqafg-name;nht-firstname;16080;gfu-city;1951-1-12;spsq-street;45;LA;LOUISIANA
11651;zhmbl-name;lnw-firstname;17460;hse-city;1986-12-21;scis-street;97;GA;GEORGIA
11652;snwnj-name;jyy-firstname;16400;hsz-city;1966-2-15;imhl-street;42;NC;NORTH CAROLINA
11653;fuyla-name;mmp-firstname;11840;hgu-city;1986-8-16;ixiz-street;145;NC;NORTH CAROLINA
11654;yvfqz-name;prz-firstname;11260;wjl-city;1982-5-6;fbzd-street;97;MO;MISSOURI
11655;usbgq-name;vhd-firstname;14080;dsb-city;1958-4-1;ggoc-street;54;KS;KANSAS
11656;yaeni-name;zpy-firstname;19100;sen-city;1954-12-10;sbsw-street;158;HI;HAWAII
11657;fgxvr-name;vzi-firstname;17520;lcf-city;1958-11-1;nbdv-street;10;GU;GUAM
11658;tqpbq-name;rwr-firstname;19140;zpd-city;1978-8-23;npvb-street;190;DC;DISTRICT OF COLUMBIA
11659;ieigg-name;ayq-firstname;12960;ljc-city;1962-7-5;dnjz-street;163;FL;FLORIDA
11660;rfvzu-name;edm-firstname;13340;kvz-city;1954-12-8;eijd-street;4;RI;RHODE ISLAND
11661;pduwm-name;gqb-firstname;14240;cyr-city;1954-7-3;ndux-street;13;SD;SOUTH DAKOTA
11662;yyixf-name;yzt-firstname;18020;lwx-city;1974-1-29;iede-street;120;NV;NEVADA
11663;dkszq-name;ytd-firstname;14700;zwh-city;1979-1-11;nbjz-street;65;AS;AMERICAN SAMOA
11664;slkzv-name;zbg-firstname;19880;oee-city;1978-11-1;sphg-street;119;OK;OKLAHOMA
11665;nvxim-name;phc-firstname;19220;vgg-city;1991-1-24;juok-street;106;FM;FEDERATED STATES OF MICRONESIA
11666;piyfg-name;xtn-firstname;13760;nde-city;1954-7-22;vfrv-street;11;NY;NEW YORK
11667;jnusz-name;mjw-firstname;12640;nwb-city;1986-8-23;kcsa-street;138;VA;VIRGINIA
11668;jnypj-name;ioq-firstname;17000;zqy-city;1986-1-9;croe-street;119;PW;PALAU
11669;uohts-name;btx-firstname;13480;dal-city;1990-10-22;llyw-street;150;WA;WASHINGTON
11670;aavpj-name;pvw-firstname;13780;lai-city;1954-9-23;nygu-street;171;FL;FLORIDA
11671;nbjcj-name;rsf-firstname;12000;kjl-city;1986-6-30;ijsb-street;123;ID;IDAHO
11672;syjxh-name;gkq-firstname;19960;rmd-city;1978-10-26;qmyp-street;161;MN;MINNESOTA
11673;vkojz-name;ryo-firstname;14300;bmz-city;1954-9-11;gcpj-street;71;ND;NORTH DAKOTA
11674;pqzfw-name;kld-firstname;16400;qvq-city;1962-9-9;dhbv-street;92;ND;NORTH DAKOTA
11675;owvjk-name;fez-firstname;19740;ldb-city;1978-6-14;kabf-street;87;VA;VIRGINIA
11676;qsfih-name;ixe-firstname;16860;qvr-city;1987-1-7;qean-street;159;CO;COLORADO
11677;slixq-name;gmb-firstname;19980;ftt-city;1982-6-22;xinx-street;111;VT;VERMONT
11678;eegsa-name;xlc-firstname;12680;byk-city;1954-4-23;beul-street;56;MD;MARYLAND
11679;phevp-name;ihs-firstname;16120;adc-city;1978-4-25;voig-street;98;NM;NEW MEXICO
11680;njfoe-name;tag-firstname;16580;tnr-city;1966-12-4;dhky-street;108;LA;LOUISIANA
11681;bdncx-name;hcd-firstname;11260;xcl-city;1970-7-2;jvlp-street;49;GA;GEORGIA
11682;ikedo-name;tks-firstname;17460;odl-city;1958-8-25;iaaq-street;8;GU;GUAM
11683;iafxy-name;vur-firstname;11480;hgt-city;1962-8-3;hmec-street;164;TX;TEXAS
11684;lafhf-name;ssz-firstname;19560;wwp-city;1951-1-25;mxmq-street;96;IN;INDIANA
11685;okyny-name;hbu-firstname;16800;yok-city;1978-3-28;ipjz-street;135;NV;NEVADA
11686;hznby-name;fwy-firstname;13680;wbi-city;1970-7-25;mxui-street;170;CT;CONNECTICUT
11687;ztpoa-name;rzk-firstname;18500;qum-city;1970-7-26;blqr-street;152;ME;MAINE
11688;gitxz-name;axt-firstname;11800;fck-city;1974-1-12;tmjw-street;189;SD;SOUTH DAKOTA
11689;ziomm-name;mcv-firstname;12940;iwq-city;1950-10-22;hqgj-street;140;DC;DISTRICT OF COLUMBIA
11690;otncg-name;tuy-firstname;16540;ulk-city;1971-1-24;yuia-street;166;TX;TEXAS
11691;cnabb-name;hoq-firstname;16300;tuw-city;1962-6-17;ujvv-street;61;ME;MAINE
11692;ucogf-name;ggc-firstname;14500;fsj-city;1978-2-8;asfi-street;53;WV;WEST VIRGINIA
11693;lbpmf-name;sdt-firstname;10780;ewj-city;1978-3-8;hxsp-street;102;NV;NEVADA
11694;tieqq-name;uyu-firstname;17740;wea-city;1966-10-31;abpl-street;187;MO;MISSOURI
11695;fsgwf-name;vjd-firstname;12460;ads-city;1970-11-29;yeou-street;10;MA;MASSACHUSETTS
11696;reeba-name;kzs-firstname;13100;zhc-city;1966-7-8;abmv-street;88;FL;FLORIDA
11697;shybc-name;gcp-firstname;10660;ahg-city;1950-12-15;hrqy-street;174;KS;KANSAS
11698;phszr-name;sst-firstname;13080;ydd-city;1954-9-23;quqn-street;2;RI;RHODE ISLAND
11699;jteco-name;fxc-firstname;19760;agr-city;1986-5-6;dzxc-street;108;MD;MARYLAND
11700;qvaar-name;icx-firstname;16120;boc-city;1978-8-4;bfzf-street;12;NM;NEW MEXICO
11701;jwcdf-name;fsj-firstname;13520;oem-city;1954-2-7;amrb-street;145;AK;ALASKA
11702;flhxu-name;tum-firstname;17520;buo-city;1966-4-24;wfyz-street;96;GA;GEORGIA
11703;xthfg-name;gfe-firstname;12560;vtz-city;1990-1-11;doxx-street;46;NJ;NEW JERSEY
11704;ulzrz-name;bnl-firstname;11620;prz-city;1966-8-2;bxqn-street;104;NY;NEW YORK
11705;oxhyr-name;onx-firstname;15180;bpn-city;1970-11-14;pksn-street;133;IN;INDIANA
11706;fiqjz-name;sce-firstname;16020;fnn-city;1954-9-24;wbhg-street;35;MD;MARYLAND
11707;tkiat-name;xti-firstname;12720;stt-city;1966-8-11;tvnf-street;21;PA;PENNSYLVANIA
11708;kljcz-name;uqd-firstname;13340;ntt-city;1987-1-15;jyje-street;10;PW;PALAU
11709;pgunz-name;hcm-firstname;16680;gxh-city;1970-11-8;shbe-street;184;NC;NORTH CAROLINA
11710;oyjha-name;uhj-firstname;18880;uyg-city;1966-4-10;bjgw-street;176;AR;ARKANSAS
11711;igxbd-name;uph-firstname;13480;ndh-city;1962-12-3;jdcd-street;151;NH;NEW HAMPSHIRE
11712;vnaov-name;wha-firstname;13120;egm-city;1954-3-28;hpep-street;20;CA;CALIFORNIA
11713;dauuz-name;hwg-firstname;13740;khn-city;1958-5-15;etqx-street;5;OK;OKLAHOMA
11714;gkuuo-name;kkb-firstname;13560;xdt-city;1962-4-7;sdoj-street;35;MT;MONTANA
11715;wdhze-name;jjk-firstname;16900;due-city;1970-7-17;pmmu-street;174;AS;AMERICAN SAMOA
11716;ncayz-name;ynb-firstname;15720;lxj-city;1974-4-27;mdtb-street;109;MA;MASSACHUSETTS
11717;rdjin-name;hhu-firstname;14480;lpc-city;1958-11-16;wxik-street;145;KY;KENTUCKY
11718;nxzij-name;bdl-firstname;10740;avx-city;1958-2-20;nybz-street;138;WI;WISCONSIN
11719;xgrzc-name;dxw-firstname;18900;vpq-city;1990-11-16;wzjh-street;58;ME;MAINE
11720;ehgrn-name;vbe-firstname;17500;cik-city;1978-5-21;ucnw-street;135;MD;MARYLAND
11721;gctjx-name;upx-firstname;11960;yqr-city;1958-3-3;rlko-street;141;TN;TENNESSEE
11722;ptzmg-name;hva-firstname;15740;gux-city;1978-5-4;pugy-street;122;VI;VIRGIN ISLANDS
11723;eyeti-name;gnw-firstname;17420;eko-city;1962-10-26;ylph-street;61;NC;NORTH CAROLINA
11724;wccwo-name;zpj-firstname;16600;uim-city;1962-9-29;ygih-street;26;WA;WASHINGTON
11725;bwkoe-name;ayl-firstname;18660;rtw-city;1978-7-16;mzww-street;179;CA;CALIFORNIA
11726;rezku-name;zio-firstname;19080;nvt-city;1982-7-14;wwkd-street;91;CA;CALIFORNIA
11727;mjlsk-name;ecx-firstname;10800;yxu-city;1950-12-11;vttb-street;195;MO;MISSOURI
11728;wdjsi-name;aoq-firstname;13660;smo-city;1954-2-1;kako-street;7;NV;NEVADA
11729;mwfnd-name;nyb-firstname;19760;bbu-city;1986-9-23;apdi-street;91;MS;MISSISSIPPI
11730;vtuoz-name;jhh-firstname;17620;vad-city;1982-5-5;kzup-street;79;GA;GEORGIA
11731;rhhxk-name;ndr-firstname;16760;fub-city;1978-11-12;regd-street;55;OK;OKLAHOMA
11732;lpstk-name;mqz-firstname;18940;tnr-city;1982-9-16;cdhf-street;4;SD;SOUTH DAKOTA
11733;ldhyr-name;yts-firstname;12000;auk-city;1986-11-14;abph-street;147;IN;INDIANA
11734;cjdml-name;iti-firstname;16900;wkq-city;1970-6-5;npow-street;96;NH;NEW HAMPSHIRE
11735;cpenz-name;sbi-firstname;16380;ssl-city;1962-8-19;kilz-street;44;MS;MISSISSIPPI
11736;rxtbg-name;anr-firstname;14720;bqc-city;1958-8-10;pudg-street;140;NV;NEVADA
11737;udblf-name;raa-firstname;11500;wli-city;1978-12-13;xomd-street;41;PW;PALAU
11738;vvyce-name;gep-firstname;13740;gtd-city;1982-5-23;kwbv-street;123;undefined;undefined
11739;kwfnz-name;ucu-firstname;10580;sns-city;1978-8-18;nnun-street;20;OK;OKLAHOMA
11740;zxydx-name;tml-firstname;14680;jda-city;1974-5-29;wfjn-street;157;DC;DISTRICT OF COLUMBIA
11741;bfscx-name;jnl-firstname;16920;yyg-city;1970-11-30;cgfh-street;178;CO;COLORADO
11742;qitur-name;yra-firstname;15560;ijp-city;1978-1-30;fonc-street;155;AK;ALASKA
11743;msixi-name;ynb-firstname;12720;ksl-city;1958-7-17;zpjw-street;46;VI;VIRGIN ISLANDS
11744;wzkjq-name;rgh-firstname;19000;hkm-city;1974-8-12;yixf-street;134;CA;CALIFORNIA
11745;dqfmf-name;yxr-firstname;13840;vie-city;1962-10-23;stvx-street;39;TX;TEXAS
11746;biluz-name;uqe-firstname;17760;wkq-city;1962-7-27;embn-street;183;PW;PALAU
11747;wahfx-name;zwd-firstname;13240;vic-city;1974-3-27;axpw-street;131;UT;UTAH
11748;denwt-name;bta-firstname;17300;hhj-city;1986-12-20;orwy-street;11;WV;WEST VIRGINIA
11749;akdmy-name;ybz-firstname;14560;wtx-city;1962-11-8;nwba-street;123;MP;NORTHERN MARIANA ISLANDS
11750;hqafg-name;nht-firstname;16080;gfu-city;1951-1-12;spsq-street;45;LA;LOUISIANA
11751;zhmbl-name;lnw-firstname;17460;hse-city;1986-12-21;scis-street;97;GA;GEORGIA
11752;snwnj-name;jyy-firstname;16400;hsz-city;1966-2-15;imhl-street;42;NC;NORTH CAROLINA
11753;fuyla-name;mmp-firstname;11840;hgu-city;1986-8-16;ixiz-street;145;NC;NORTH CAROLINA
11754;yvfqz-name;prz-firstname;11260;wjl-city;1982-5-6;fbzd-street;97;MO;MISSOURI
11755;usbgq-name;vhd-firstname;14080;dsb-city;1958-4-1;ggoc-street;54;KS;KANSAS
11756;yaeni-name;zpy-firstname;19100;sen-city;1954-12-10;sbsw-street;158;HI;HAWAII
11757;fgxvr-name;vzi-firstname;17520;lcf-city;1958-11-1;nbdv-street;10;GU;GUAM
11758;tqpbq-name;rwr-firstname;19140;zpd-city;1978-8-23;npvb-street;190;DC;DISTRICT OF COLUMBIA
11759;ieigg-name;ayq-firstname;12960;ljc-city;1962-7-5;dnjz-street;163;FL;FLORIDA
11760;rfvzu-name;edm-firstname;13340;kvz-city;1954-12-8;eijd-street;4;RI;RHODE ISLAND
11761;pduwm-name;gqb-firstname;14240;cyr-city;1954-7-3;ndux-street;13;SD;SOUTH DAKOTA
11762;yyixf-name;yzt-firstname;18020;lwx-city;1974-1-29;iede-street;120;NV;NEVADA
11763;dkszq-name;ytd-firstname;14700;zwh-city;1979-1-11;nbjz-street;65;AS;AMERICAN SAMOA
11764;slkzv-name;zbg-firstname;19880;oee-city;1978-11-1;sphg-street;119;OK;OKLAHOMA
11765;nvxim-name;phc-firstname;19220;vgg-city;1991-1-24;juok-street;106;FM;FEDERATED STATES OF MICRONESIA
11766;piyfg-name;xtn-firstname;13760;nde-city;1954-7-22;vfrv-street;11;NY;NEW YORK
11767;jnusz-name;mjw-firstname;12640;nwb-city;1986-8-23;kcsa-street;138;VA;VIRGINIA
11768;jnypj-name;ioq-firstname;17000;zqy-city;1986-1-9;croe-street;119;PW;PALAU
11769;uohts-name;btx-firstname;13480;dal-city;1990-10-22;llyw-street;150;WA;WASHINGTON
11770;aavpj-name;pvw-firstname;13780;lai-city;1954-9-23;nygu-street;171;FL;FLORIDA
11771;nbjcj-name;rsf-firstname;12000;kjl-city;1986-6-30;ijsb-street;123;ID;IDAHO
11772;syjxh-name;gkq-firstname;19960;rmd-city;1978-10-26;qmyp-street;161;MN;MINNESOTA
11773;vkojz-name;ryo-firstname;14300;bmz-city;1954-9-11;gcpj-street;71;ND;NORTH DAKOTA
11774;pqzfw-name;kld-firstname;16400;qvq-city;1962-9-9;dhbv-street;92;ND;NORTH DAKOTA
11775;owvjk-name;fez-firstname;19740;ldb-city;1978-6-14;kabf-street;87;VA;VIRGINIA
11776;qsfih-name;ixe-firstname;16860;qvr-city;1987-1-7;qean-street;159;CO;COLORADO
11777;slixq-name;gmb-firstname;19980;ftt-city;1982-6-22;xinx-street;111;VT;VERMONT
11778;eegsa-name;xlc-firstname;12680;byk-city;1954-4-23;beul-street;56;MD;MARYLAND
11779;phevp-name;ihs-firstname;16120;adc-city;1978-4-25;voig-street;98;NM;NEW MEXICO
11780;njfoe-name;tag-firstname;16580;tnr-city;1966-12-4;dhky-street;108;LA;LOUISIANA
11781;bdncx-name;hcd-firstname;11260;xcl-city;1970-7-2;jvlp-street;49;GA;GEORGIA
11782;ikedo-name;tks-firstname;17460;odl-city;1958-8-25;iaaq-street;8;GU;GUAM
11783;iafxy-name;vur-firstname;11480;hgt-city;1962-8-3;hmec-street;164;TX;TEXAS
11784;lafhf-name;ssz-firstname;19560;wwp-city;1951-1-25;mxmq-street;96;IN;INDIANA
11785;okyny-name;hbu-firstname;16800;yok-city;1978-3-28;ipjz-street;135;NV;NEVADA
11786;hznby-name;fwy-firstname;13680;wbi-city;1970-7-25;mxui-street;170;CT;CONNECTICUT
11787;ztpoa-name;rzk-firstname;18500;qum-city;1970-7-26;blqr-street;152;ME;MAINE
11788;gitxz-name;axt-firstname;11800;fck-city;1974-1-12;tmjw-street;189;SD;SOUTH DAKOTA
11789;ziomm-name;mcv-firstname;12940;iwq-city;1950-10-22;hqgj-street;140;DC;DISTRICT OF COLUMBIA
11790;otncg-name;tuy-firstname;16540;ulk-city;1971-1-24;yuia-street;166;TX;TEXAS
11791;cnabb-name;hoq-firstname;16300;tuw-city;1962-6-17;ujvv-street;61;ME;MAINE
11792;ucogf-name;ggc-firstname;14500;fsj-city;1978-2-8;asfi-street;53;WV;WEST VIRGINIA
11793;lbpmf-name;sdt-firstname;10780;ewj-city;1978-3-8;hxsp-street;102;NV;NEVADA
11794;tieqq-name;uyu-firstname;17740;wea-city;1966-10-31;abpl-street;187;MO;MISSOURI
11795;fsgwf-name;vjd-firstname;12460;ads-city;1970-11-29;yeou-street;10;MA;MASSACHUSETTS
11796;reeba-name;kzs-firstname;13100;zhc-city;1966-7-8;abmv-street;88;FL;FLORIDA
11797;shybc-name;gcp-firstname;10660;ahg-city;1950-12-15;hrqy-street;174;KS;KANSAS
11798;phszr-name;sst-firstname;13080;ydd-city;1954-9-23;quqn-street;2;RI;RHODE ISLAND
11799;jteco-name;fxc-firstname;19760;agr-city;1986-5-6;dzxc-street;108;MD;MARYLAND
11800;qvaar-name;icx-firstname;16120;boc-city;1978-8-4;bfzf-street;12;NM;NEW MEXICO
11801;jwcdf-name;fsj-firstname;13520;oem-city;1954-2-7;amrb-street;145;AK;ALASKA
11802;flhxu-name;tum-firstname;17520;buo-city;1966-4-24;wfyz-street;96;GA;GEORGIA
11803;xthfg-name;gfe-firstname;12560;vtz-city;1990-1-11;doxx-street;46;NJ;NEW JERSEY
